Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,210.802119073844,200.562059064138,211.08809879177,228.323843667419,457.924066224367,452.675872414316,462.195193753147,453.999113548006,531.600221903932,475.12303718435,444.31600295756,499.65822594913,593.503587237984,978.912804384605,1115.89244045268,1277.11942624592,1507.86552788077,1587.78299863143,1839.0450320843,2260.78366725681,2688.306366091,2395.60196157243,2011.12715909601,1934.45928388964,1913.52385932979,1666.93722899186,1480.87352396175,1352.40013241635,1404.97794828506,1505.32307060845,1639.68643374977,1707.26341334414,1747.67024620831,2050.31815443986,2159.13854129903,2182.70681711551,2386.70918925455,2323.55623904694,1598.83413018623,1462.32021017267,1914.44916617172,2191.0096061862,2442.26903615911,2704.66515451777,3012.75243735434,3337.40036280521,3574.87789273035,4255.85199472837,4236.77755532099,4636.69309766662,5199.66961556572,5655.94615480346,6002.88552243193,6290.80883270762,,
Egypt, Arab Rep.,EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,159.320165283333,162.112822321317,165.069919882087,176.256255720908,193.231031978404,211.392751525607,222.490225539592,230.962230780994,248.277462623222,228.035816765011,283.405307759556,324.184972478393,347.701428874186,345.300363286813,412.956608107776,509.937558734472,509.414968911434,544.618253419058,585.31901583609,622.943945586257,689.015628198102,696.095735429261,767.532245127343,648.839946807115,718.174508988924,765.584086610952,644.225621009627,717.063096521941,785.371375285673,861.636686197567,983.502061174309,1088.63179995536,1243.16876531339,1323.70359067801,1393.45317435845,1509.58102057048,1452.76670444424,1286.19227905363,1194.30681827602,1116.9251610186,1249.49326024669,1472.57054838432,1757.77588079882,2156.76296886681,2461.5085390571,2803.53951981289,2972.59766386417,3255.92361207575,3314.46292795644,3436.2543877139,,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1010.38633859045,1110.80104278752,1234.38255688037,1360.3240419803,1471.10606236003,1591.06975433921,1716.35343258413,1828.07064091366,2006.2790538894,2235.24015225639,2519.7362728394,3024.08587831615,3900.99002092861,4398.26765389601,5073.71052081271,5270.0861693347,5969.22509466878,7276.89203637702,8779.85570467692,9794.04660020483,8478.73873708046,8186.42844574951,7969.79452099338,7631.62769586929,7825.44128700255,10955.2043677913,13513.9070642632,14813.7021671615,15067.6042111256,18877.2151740805,19548.7230796776,21469.366562805,19586.5946813478,20630.8159240099,23751.3329040474,23972.4435507932,21858.0117553909,22415.3213194112,22255.3685090117,20207.8826974713,20440.160583852,22118.0944007414,27138.3748231294,30941.0596899552,31938.6002651174,33748.9694210854,38662.5411279258,42181.5950341252,38452.9363987731,37583.4399449924,40425.8616853269,37606.7386181795,39096.1558479292,39567.9020268306,,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.191294518165,139.888972251854,157.961644420228,169.614880457021,199.670684015878,192.816407850005,203.23201153092,181.515579375379,179.311604937949,183.432524763288,170.339464742667,194.576026986707,237.712736628605,226.289611357662,240.54681625089,252.977629935498,256.437569808173,334.064885151296,368.747758196898,439.542371425812,504.323408400041,543.821908261171,590.226018731959,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,450.053289246968,520.206131380005,609.487384056513,675.241639141208,774.761609330096,889.659872011529,968.306781765983,950.545740593734,1077.67869994591,1208.9957971518,1359.76639142362,1709.19304987493,2252.51694094442,2759.54013838494,3221.58406256288,3288.45655802024,3631.82329258846,4343.70832995005,5753.02761032483,6200.33614637297,5359.141588699,5151.55203716377,4472.08888371924,4483.85236903029,4693.0764730198,6504.07309589915,8228.72064623735,9689.53811324706,10662.9232394936,13773.3646474241,14782.0394598512,16105.417405632,13362.018726141,13465.3783982378,15561.9727455217,16236.7716792911,14872.5658906784,15534.3598889091,15859.0860257836,14787.756063671,15359.1084396669,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35578.736189717,32333.4661042498,30737.8322708385,31973.0190830638,28985.3333285441,29880.7128352982,30262.22563137,,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036.42713527195,3347.87931588088,3614.89704249733,4045.69564386051,4139.65436410973,4069.85382069479,4490.65902987262,5298.62321323101,7165.68990862081,8849.31910869531,10336.3895510036,12591.9589912815,16580.9970419136,18087.6786567571,14718.3395892384,14632.0822062969,17177.4802984899,17132.2272892243,18877.3304932551,19719.8438789204,,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,202.937250516449,207.697956576389,223.942520800091,205.002843773873,232.503532222533,233.928128654792,242.133577619701,242.870801591323,247.152031011668,253.423575540418,270.663799624817,203.645979382668,165.49973262062,125.506457644376,134.400414081402,145.335762505759,141.772954754104,125.38461326619,120.027541577486,124.838956407469,121.125744996785,112.237246010421,119.790683555128,136.785666181415,162.814609722429,195.181187466501,244.99556581608,327.602551317683,382.344902984266,343.690151639593,357.441193052419,472.160306013247,505.040883594623,567.816115632664,,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,947.352461192122,1025.75561850615,1119.93817197494,1230.31585972953,1328.77607866171,1429.47635320499,1525.01285307323,1574.56855624751,1718.41669067942,1935.91379186399,2178.51320802559,2592.36903118198,3272.52305118593,3657.95773740109,4242.35333002088,4372.92335076394,4931.05877881868,6017.14083129209,7319.97059025057,8321.05056503464,7334.17091593335,7039.56008166513,6807.22166839708,6520.10268049226,6723.5176246843,9193.88981319598,11345.0836079973,12615.5328719946,12836.4390561909,15868.0223059655,16432.827467574,17853.3515797828,16223.966392705,17188.240141186,19683.1739376207,20084.1552221574,18891.7096046387,19529.0556576059,19460.8688006055,18063.4504029893,18227.6429684749,19826.2648717886,24081.0393321117,27698.0452860057,28843.7941102348,30666.0113299272,35330.2560566155,37880.9561272287,33781.9352176871,33575.8418257636,36218.6906251931,34114.8795356776,35435.8830931267,36317.7828188887,,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.139740290222,560.787740074142,532.987498301301,509.834308976786,470.512154739447,492.474736796361,517.029592203288,547.149029874348,527.490976476015,555.148748844156,628.134597846591,576.228379334218,548.480909277906,604.063532568113,676.908369604357,800.229733075745,915.301628259645,1112.75317753171,1379.03381371454,1234.60313636467,1401.48134653194,1454.65490744447,1634.17226083598,1613.45103138464,1554.95683528477,,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1327.427224366,1411.70239818044,1522.3192420995,1707.50393824701,1882.08685764849,2010.21345619725,2034.18904965478,1907.07727217667,2178.03525044982,2467.47339622608,2718.19624570317,3179.99511761299,4176.27819613151,5301.55560924267,6260.20609856947,6744.70535003574,7074.36362917207,7634.47001069215,9339.16887411729,11232.274564422,10934.5680935815,10945.2773406605,10505.8336621689,10841.5671289286,11405.9336506035,14962.2553603914,18580.6586479255,22056.7017537988,23983.8457535829,28380.548911275,25503.2152090109,22337.4871236912,17617.0304386654,20305.5835495475,26273.4659031066,25777.6412996396,24676.4970769622,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46205.1660111855,50787.5649828531,47415.5598711351,49310.2292234446,49541.2882214419,,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,287.347177094076,291.555831464401,296.78864559009,310.888073144811,317.072263823461,316.176267906957,333.310554309052,334.650806966317,357.458747326287,422.413510435661,466.04375785837,583.353154168805,768.735680805268,987.979665049496,1186.74605407767,1182.17260241972,1202.71779493505,1360.87249541165,1640.680968706,1893.04368540117,1898.56280693718,1786.86245679252,1638.56321551227,1681.90677480653,1603.58220790828,1795.74277943429,1632.3697147937,1535.86021432921,1632.74441016691,1835.71768397274,1882.24553851312,2057.93462738208,2166.34825711772,2383.92448661242,2540.4599625444,2713.66197592784,2640.27219488069,2069.38754602081,2407.08204698931,2074.92880956053,2037.68546164612,2257.54466054829,2833.90570114991,3330.30996883444,3655.73589896326,3747.03683564151,4076.03359196277,4175.10614692666,3367.37022713871,3649.36650856951,4201.34429577614,4401.11151088054,4375.43456991889,4543.25486014034,,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1445.15191436837,1590.19648698593,1756.80406216629,1922.69759816874,2045.4421464816,2193.06134001466,2350.34402891984,2537.31346252268,2731.54044151974,2870.15289044897,3183.56851606346,3870.70572337238,4984.71143768009,5338.96937680055,6699.61470562117,6873.25431537788,7540.67963722562,9278.14138923185,11200.4703177599,12739.33013454,11126.6819578506,10513.6543957222,10006.2938473962,9429.10233473325,9770.26951807186,13551.8164050472,16324.3390335573,17706.5105481797,17726.0049710433,21833.8981278471,21783.249452641,23937.8720493861,22503.905432299,23626.0869223444,27038.5120675182,27015.7463476379,24359.8528279061,25101.83293468,24799.8063804393,22466.173321157,22527.9441245135,24276.0430940468,29692.3312125876,33876.2422783759,34881.4433661421,36546.4621941124,41602.9605913278,45415.8107676747,41633.7842316272,40708.5019359224,43810.5781826004,40853.3977079116,42631.0124548439,42736.1586754569,,
Faeroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24543.5931846924,24584.7049457354,22850.4429638732,24501.9580638333,26563.7561394377,30778.7918969164,34520.887422886,35211.4939698451,39870.1254283213,45974.68484988,48652.9989747794,45506.0026522215,46412.5051129704,49822.380334952,47600.4003372833,52830.2359195064,,,
Micronesia, Fed. Sts.,FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1320.06247056199,,,1275.86755810252,1296.32098107171,1355.14018691589,1436.90682424461,1528.0646936085,1682.18623481781,1756.20242180413,1908.84862945823,1909.35063220721,2065.00427684183,2019.95255764154,1906.80976167217,2029.32665656528,2046.79151825467,2170.9606255236,2239.91695437156,2257.77366497481,2293.57961354104,2247.83767300023,2352.63940940507,2393.80050337793,2434.80594117815,2500.90528048384,2668.8102862968,2838.44854708113,3000.14986850248,3154.51424150104,3054.06812233822,,,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,332.772037951485,358.883389151044,299.518468294231,412.203776635539,425.782778345952,453.685274293988,490.95039266224,521.109514636409,551.112448787355,549.595572509027,635.412279591018,703.456523355678,1159.46372750546,2430.61900334971,3328.72490507085,4545.68931427914,4150.75162875443,3450.33719484311,4273.42448708186,5891.13410339341,5186.87166533857,4737.85105846882,4328.21808483884,4427.90927756208,4043.35796057582,4010.63118022572,3762.84691384134,4277.53160411728,4543.95727996034,6287.39294788426,5555.47879129673,5598.98083312111,4269.52040888695,3980.74734775331,4589.49672139365,5135.78990842708,4683.27845261138,3843.39582357683,3899.08663888004,4135.2540603396,3998.15034567945,4131.56987131184,4937.83762760119,5757.66423935261,6856.92209947168,7186.63135155735,8594.07236228781,10458.6772567398,7999.33877008752,9302.0495683255,11186.0097591794,10832.6046598164,10291.9005164929,10067.4947357759,,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1452.54470901356,1513.65144854926,1592.61447661562,1729.39997803568,1850.95476855498,1959.62782962126,2023.62756371118,1896.38674860735,2032.34700964503,2347.54431773747,2649.80151387223,3030.43251411977,3426.27622050378,3665.8627976419,4299.74561799284,4138.16778761535,4681.43993173038,5976.93816899991,7804.76208051155,10032.062080015,9599.30622221965,9146.07735701852,8691.51881306514,8179.19444064991,8652.21654247593,10611.112210096,13118.586534629,15987.1680775688,16239.2821960944,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,21295.8972795699,22426.9455469268,24670.9744789567,26144.8715313002,26555.0773610126,26296.448188778,25864.3949738535,28202.8542573635,32586.6428021759,38308.4363664645,39934.7836019879,42446.7955745067,48319.9319455834,45167.7352263141,37076.6452548831,38362.2171225955,40974.7081448937,41050.7719367539,41776.7594836935,45603.2923674399,,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.4966108681,1314.67067020404,757.223548505358,550.015542609225,517.087087940892,569.018138143296,670.461104809102,774.680203294323,805.272684520598,628.865651645466,691.997710105302,733.970414207347,779.384593479877,922.029741621455,1186.87304743764,1469.92731980371,1761.1201002396,2318.12726272368,2918.71081544922,2440.96131777277,2613.75692472768,3219.60587110346,3528.73151084976,3596.90831969687,3669.98139193278,,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,189.710964945481,195.117908659187,210.966995374736,230.429575638718,266.317279812355,269.458364354386,216.83945685645,202.747931916036,233.635627928333,257.635078074257,273.816270462361,232.531316167251,263.681020852889,301.360557228604,285.822866405827,275.870562188291,312.989729882545,353.696713762894,381.021316197437,411.500064824608,379.779792186774,351.301746053843,341.069529944003,358.377983036949,354.201638229413,437.067558211275,376.443220925929,375.209555683104,368.984951124475,402.576989387435,438.948768419827,414.697869734859,375.23140886297,333.329909026379,385.682140461111,403.804738675867,392.261665389115,416.391740535502,419.820717187167,264.692696770284,275.476270179209,311.639621548876,375.964865661079,426.263512759125,501.864294730281,929.90081640947,1099.1385298742,1234.38855173015,1096.50345605505,1326.08928157333,1594.08408579762,1653.3535097929,1875.52564941548,1461.61008750381,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,368.89638506408,380.66600616529,430.695643198595,422.898306954363,442.951183294414,474.65435864091,487.749813143315,459.502910918518,450.252203809764,471.311961476404,477.968040143092,456.071666926845,424.297293931865,402.432043499593,342.478519541674,318.530669939281,326.079948175014,374.426844513432,390.884562332147,306.70115103521,299.177076645875,411.484706878957,437.805682673487,435.175662854108,435.448888012438,454.002277564687,494.899539782842,530.576861051283,549.993701124443,,
Gambia, The,GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,108.314644983926,112.155412536056,96.7313636954851,103.644039112961,116.919452888976,121.098443035359,124.669837841323,153.488278997128,189.502986388872,221.044653762794,209.151641091094,250.24891365101,302.614632562081,353.944937158432,398.89920715714,349.797206726996,333.307417772525,317.051551102487,252.947756230941,308.33060629997,242.169930600907,274.365318389742,316.314618746513,322.444103074156,345.855021591008,727.041981099163,729.079362867803,748.868758713184,720.150837377176,737.511451809992,773.990497171934,713.081944882902,724.839372874458,682.838566624733,637.104271173897,542.682177782341,442.526909554767,361.157837433468,415.813968187831,434.49544402009,441.919656188282,522.339917278554,612.028578284383,553.10652822912,566.348108409863,521.195244006798,509.387590836428,481.940618575426,422.781003728544,,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,115.281866572717,112.419781685432,122.00655826126,120.608122867004,129.69228328215,140.067216237785,142.360128743467,144.30439471181,152.946427841558,146.621818918374,135.227344148569,185.944412902344,194.894647493551,188.256453948897,155.66563143242,158.025446884348,139.882206600746,182.636519990873,169.018753299785,214.253707628455,239.793190860553,247.089817131599,212.562605219324,217.474478713744,211.460808812998,222.843093587722,232.027370550044,225.356483110441,169.458633248218,180.201723078705,290.717319829012,301.347238034134,312.464809940767,350.141558931811,381.87574323945,412.793277636565,407.41144174183,468.63098735305,569.646235969324,532.461338820184,534.147578059372,679.493298492752,576.389848880955,555.450772206275,585.618720799699,,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,35.3677276825885,41.5345234992904,48.0181588040289,240.31865155806,250.880313645769,256.041717766068,233.854582629444,230.214011265605,228.01749221027,227.955237799867,238.017833326208,309.491824381173,377.292922170676,437.781047395816,453.570256197167,471.731371523183,,,229.580263629421,157.84340394697,176.63033038839,163.203581715305,171.261514188952,198.606556870646,232.768414714293,273.788091245699,285.79168829735,243.589779982259,299.904003227368,287.010513515307,337.083976162278,329.105429065691,235.804199273286,321.05941641738,509.35281674244,938.57231762557,761.882087663339,1236.87016406257,2018.6046404907,2733.18532252103,3276.652175494,4370.30540010246,7527.11983286138,13612.8479266932,13003.6388175575,15936.8425827967,23458.1292066704,13797.1367181778,16611.4949825712,21943.2362924452,22390.1977360413,20581.2781054398,18389.4247683534,,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,597.287321012322,630.61394129381,701.62041775285,784.954348432918,888.921997905322,981.652394470053,1052.12099276566,1134.35615147538,1284.21231559082,1499.93487444581,1658.407297338,1906.67527910126,2512.05775673293,2839.12694945607,3164.88294897792,3403.04891415541,3900.7337549312,4711.91970691446,5726.97267873283,5915.38906799301,5400.08946061185,5599.80744242354,5038.38198719776,4870.45949533315,4831.44652670041,5677.35338430548,6589.0895797689,7626.03636069051,7875.61220218647,9673.41563911542,10289.3670940582,11249.2312913233,10435.2275841687,11089.8524570037,12918.7395810081,13685.3205619765,13298.4449353251,13375.1492168094,13140.0607783436,11960.6644687404,12418.6791235659,13903.69055322,18292.0098552546,21676.4309223515,22327.0080874066,24557.8776127202,28548.304446526,31700.4941221594,29485.5098263532,26863.0116050517,25962.3689385998,22494.3781859902,21965.9628890429,21682.598270353,,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,591.240658637252,758.371471373132,884.203784892632,939.450062223315,970.343774073587,1022.97351997308,1054.4910901497,1118.44776570057,1283.3045617106,1438.01158875825,1682.7122556248,1881.78344609442,2199.48862821457,2295.97622152885,2504.4877518437,2581.40153273628,2545.82058187546,2633.49972490383,2755.99025881248,2923.2494012472,3015.4831679139,3364.34432484855,3742.36650568222,5117.53947240756,5109.95862496254,5292.28412015036,5773.41184313265,5836.23381239859,6754.38117450337,6764.65735539917,7322.59686172377,7946.79142060122,7393.48691331509,7366.57633588191,7409.24033080037,7584.16048083577,7890.26653782029,8299.12817344969,,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,1498.27649295437,1876.50422354843,2196.71433693896,2860.28068820042,3432.70594066779,4257.91257432112,4844.65625100608,5713.96301706019,7235.51683745601,8480.76199533072,9483.10296840521,8544.0983111801,7813.65159517008,7988.17823859827,7198.708040151,7760.83450802386,11271.3330380617,14554.3520762171,16397.9501938761,16813.7414501107,18326.9285151847,18315.3156087397,18768.8264960747,16797.3573901144,18124.1007573944,21665.8308063995,21422.4622168251,19145.6144069473,20496.5798031634,20170.322763798,19004.0034517255,19275.4328079683,20652.8412682386,25129.0765454895,28903.9358328181,29903.284035428,30620.2155288913,37516.7509225391,30883.0349660334,22507.8887155204,,,,,,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,253.144712644165,261.744095480291,281.358192730362,281.770218115456,281.125604708316,285.887846528776,290.921158264513,313.841817488073,325.425639079915,351.575887212092,356.651209025676,367.404138432662,437.176860596536,523.813144421493,588.597301547992,687.224393166704,841.890005742149,910.274847334111,1010.30669114103,1125.35156970311,1199.40019541548,1184.74036149736,1199.73338081007,1224.9052994292,1227.50087388117,891.854708071579,853.637797970134,923.45478995523,968.058481410586,860.499715532295,1033.79465139686,1121.11431130592,1195.89646182706,1330.74061930773,1468.06109381652,1544.99876798324,1702.32314160231,1814.00327225199,1674.02989599325,1721.72898015396,1629.30976600519,1765.85072011287,1816.94978833044,1937.71570627655,2146.17891393061,2326.30755237884,2561.44092156091,2867.49909248876,2697.3827674778,2882.38602588948,3240.37591293177,3340.78270350801,3481.40979574006,3702.9818020143,,
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,322.668883597483,329.49305777375,289.300067809046,312.241718367822,332.898734252074,347.590525381532,370.187025027669,331.505185044102,351.941679042741,371.523384608555,386.437621939189,387.800674743409,414.906245723672,583.284769630575,660.711501361924,601.715214083981,589.968644637918,658.856058115709,684.59948013598,776.392119208111,735.316564245743,624.679236284273,639.223595885281,576.908975658087,603.267642177494,677.26314248611,479.970112899049,564.485422006747,521.401378745434,546.977576903907,465.543339672395,509.37387053658,610.863109755021,745.172031629532,853.723460885732,965.165977424216,1020.54195156939,972.888679929386,937.532871063541,957.280975806686,931.284624867532,962.474020869599,984.497782398302,1038.2854755636,1084.17940095207,1905.55233276292,2258.98100852836,2478.40848691462,2593.37061984459,2873.95200800466,3257.8848644106,3584.69348937896,3739.31706185053,4017.00295996791,,
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1295.06621567895,1380.43843690395,1456.82664404235,1574.86456005901,1690.04857607471,1830.75620712021,1935.88370752092,2078.73859647155,2259.56170354981,2455.59781907854,2696.78431176037,3092.26066440754,3717.33241001733,4171.13571827629,4579.32143317808,4943.01255949102,5548.76306449143,6573.44382039327,7539.70460042869,8355.38228079873,8419.51959783997,8281.49893793187,8500.54108697064,8749.82225363598,9133.61143311717,10993.6992350804,12602.3490527817,14097.5114942482,14591.2319668399,16286.4889948552,17091.1064786261,18226.2409476942,18235.1553719344,19354.0502195407,21163.7320239848,21210.6349498124,20804.6739252528,20641.8744609007,21469.6977261945,21843.2479404437,21547.6534039739,22192.9625412863,24781.4758811084,27545.4941647026,29085.7141321152,30696.5271694862,33564.5205275025,35696.2660034137,33011.0590757441,34673.9541717905,37350.4640664321,37372.9273200286,37636.3951182897,37896.8092482961,,
Hong Kong SAR, China,HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,483.177561051102,521.859758431696,577.346710660763,649.064259841444,676.805507110096,685.926614135084,723.239225616661,714.48296958061,825.523449142012,960.031961510704,1106.46971695915,1384.73843732271,1893.18124189464,2166.18145119256,2252.11188136859,2850.0146101832,3429.42027607254,3923.94373132755,4569.45370724224,5700.41263435822,5991.32026141972,6133.78407860515,5595.23513863846,6208.22615937199,6542.93153674313,7435.03069759422,9055.10626708075,10609.7456394545,12097.7751586818,13485.5448929565,15465.8588553349,17976.4293827655,20395.5173666776,22502.5797409692,23497.4923138193,24818.1545523517,27330.0333502807,25808.970952453,25091.6665997967,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.6365933843,28224.0939572735,30593.952467989,31515.5278747405,30697.5383861641,32550.1378717655,35142.4879344543,36707.6953363363,38364.1949010023,40169.6299962363,,
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,172.153391474976,181.258678912943,185.514828523154,200.195902861619,216.204199797929,227.230100891071,240.559413873212,253.428420970143,254.960481890555,268.642508162385,264.238038348856,282.223658216241,311.625835882973,343.048679751705,361.678199717801,420.608551958264,504.840502149239,565.26851001722,639.035389476678,705.747366649229,751.69628217604,750.585405424689,771.486531454687,807.262885073396,858.875392623701,872.210268515259,923.197517804762,857.243247945134,747.530411933305,621.754983251966,608.606772115567,660.017668580907,654.529103660237,628.960547054937,699.409628401662,704.802864429808,796.756843502962,869.913617130747,879.679855454825,1139.517301956,1188.76198293883,1197.15181605428,1228.13579787077,1297.19683211943,1401.97876727268,1540.5830578724,1710.05094605201,1883.23236245302,1952.85010562822,2078.32575954983,2277.36651494938,2334.79727883715,2284.16413004726,2346.67703688881,,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,106.39473008922,113.239443986133,133.881747155961,116.299480117829,132.724023262249,141.179808525571,134.671103852915,137.246455113583,149.145372063325,152.137509595426,159.681704637212,168.630170382908,198.990415664673,235.54678870829,260.454684682131,270.135925124523,308.884048672212,350.056313777158,377.035417234321,388.839525205864,376.967953632323,367.946633862137,339.748179321314,330.950585938971,336.705247166403,375.869284797563,403.833998224926,390.216856336286,365.208990845112,360.63552500391,359.80703696287,320.244051769296,308.752278293952,276.195021070921,306.947911118764,312.677001712566,318.807608217908,319.204630021736,309.079226255849,327.235580383747,301.933920235767,318.000970692197,352.736054396898,393.632164472738,442.784118610202,516.13301482548,600.238427526679,703.892984798073,689.361843564867,741.755097083055,805.416868784821,840.86093231391,887.903169683992,914.732445384462,,
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.93721251327,5268.80567364512,5210.4302391096,5650.33201648619,5135.4733413906,4919.62806870834,5245.42141944138,6053.7160373911,7805.88141833108,9365.74246801187,10224.2405855179,11359.5257870499,13544.1886139729,15887.4191991522,14142.150761265,13505.7656168629,14539.1851762008,13235.9790882094,13597.921445951,13507.3586118337,,
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.779151144818,305.023238767255,248.940795098447,281.831857143474,358.922397933157,364.029911780506,410.365618248167,449.437973619302,492.536344961941,460.915334528951,412.42501909091,391.91164189011,329.060778792488,387.485978310522,465.437055471768,506.706907308235,618.614523824958,679.431286932062,674.300000762816,669.186791102814,749.220710662616,775.544563908937,819.264175256496,832.873589034645,,
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331.53952907757,3714.23521236804,3852.34410876593,4150.0565821501,4469.59566887825,4504.67574140347,4574.14511495497,4728.79165573993,4782.97692964407,4613.70581249244,5254.77240655726,6631.44849761668,8365.46460543265,10206.3250947957,11092.4308034314,11342.8905545968,13781.1407869037,15598.3228874203,12906.7503953069,12958.2707011137,13983.4976428084,12784.2956083469,13486.5857385948,13902.7046742447,,
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,56.6336536645998,68.9097923519973,79.1359047904866,84.6585741747524,84.1833690684855,96.7296381866044,139.600737026339,215.954890991734,248.80371971942,297.077101157954,356.90040180558,391.034404330287,387.761241079164,536.193682753191,621.162028266498,621.977338776645,548.299056178312,550.68313321333,537.606064801959,482.956231598374,449.183797723616,515.412696488686,578.222060627084,640.566664333067,705.047516782393,752.317982686683,840.375793159954,925.721669585769,1041.31353998454,1153.58756407754,1078.47226096086,470.196140186557,679.793672218674,789.80588010274,756.931012958577,909.887330220519,1076.219004749,1160.61492362757,1273.46521656114,1601.03114582613,1871.28840627361,2178.19772566766,2272.04152837336,3137.38235621368,3662.68704423917,3718.11687084627,3643.87341090154,3514.61694834182,,
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.6850645359,14034.4991443892,15998.5872518443,18471.4120588797,20658.5259551961,20358.6672866154,20802.3512023062,24223.3244585454,28669.4068037561,34624.4867439383,36980.1130792844,41254.2827409838,49654.9057309942,,,,,,,,,
