Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
Bahamas, The,BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1651.45930249297,1752.95312415173,1867.12402760177,1994.54030327936,2144.90758772135,2322.97564064023,2556.86885976578,2804.66982397848,3215.44758147698,3179.23882125859,3297.92312514738,3322.57484087178,3696.64277173823,3416.58697871927,3156.46805942334,3328.58142609056,3617.12273866415,4130.79186744148,5531.9897300498,6338.64995727713,6622.43969471319,7165.16701925783,7695.04050021316,8873.80768127158,9888.61575565441,10339.3480669914,11150.506785211,11381.5457317689,12157.4030326011,12350.8804781187,11915.4966258397,11683.7093240435,11405.1751166522,11815.6768907258,12244.2420996251,12722.1709120905,17295.4696787464,18465.1393803936,20515.0319313527,21250.5818463926,21506.7441131334,22514.9447157155,22017.7077788761,22005.003101737,23416.9036853364,23733.8076764932,24321.0651105543,23674.1402078429,22060.9209798811,21940.7042480125,21537.2163425973,22138.0524787612,22343.2191936911,22245.5439643883,,
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.170841367944,530.126411138766,799.307256883323,1038.41024167982,1130.70639182092,1248.86053921107,1435.95768580097,1481.9457148652,1706.50195390992,2148.48434579877,2578.73808730919,2810.33768101331,3238.62364828569,3991.31542310218,4846.13216289571,4480.37759013708,4380.60428542686,4771.26928178276,4409.59211967771,4661.76424465729,4796.20823254971,,
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.74030406477,1747.43867127761,1666.22751294157,1590.03540902938,1460.01754360249,1370.67270975184,1452.44700181708,1396.50216637274,1511.77026798131,1209.61488077994,1273.0491239487,1244.4419967652,1479.46532113219,1819.4790277163,2378.37489391196,3126.36777779462,3848.58620300891,4735.95688918873,6376.17311491284,5176.04470138203,5818.8548592158,6305.77366247653,6721.83490773968,7722.12335060436,8040.04755697133,,
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,316.416952860022,327.116962538092,336.941835317105,351.16511569659,377.587202071,406.109123118211,420.405759687826,386.953246279211,396.657641745934,435.701177855331,474.448020980439,519.571673751996,605.933440702651,786.075060199746,885.977909938703,717.05078787452,858.815542626888,980.773105373744,1074.24915786792,1351.01386740293,1307.21168832929,1183.1839364216,1212.93800539084,1315.31351735665,1268.22139755997,1343.87514966352,1587.087517934,1760.14219757862,1980.44369791894,2202.32255587784,2323.9034216797,2658.59236302811,2821.08482007862,2870.10595607567,2995.87243068776,3019.5237198352,2994.26090697717,3060.52633917266,3159.69981885621,3486.16431810752,3555.66011957683,3704.53675238118,3833.42494174479,3991.28433444008,4097.53861429832,4363.82654981451,4509.29625151994,4662.41909219742,4441.48234645335,4527.3366386364,4701.54799544707,4856.71573165463,4893.92663452847,,,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1961.5381692465,2020.38596503345,2020.26524752445,2199.72700691179,2282.21654616239,2630.85046632946,2982.74970426108,2830.18867924528,3053.7037037037,3387.27272727273,3866.30036630037,4343.17343173432,5009.2936802974,5853.93258426966,6509.43396226415,7261.27819548872,8370.78651685393,8876.86567164179,9613.38289962825,11218.2178159868,13425.9769663942,14166.1712925391,15902.0203826211,17469.8255675877,18269.5355197019,20450.6645289464,22411.7956749468,24253.1755188784,25517.9217212488,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,85458.455507886,85748.0654143782,,,
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,178.667055636368,191.053056097821,201.167869430128,221.607652383086,242.298893358851,258.990138460254,275.985381426856,226.042366295648,234.291924213941,241.193241936855,253.499748099088,283.937810125119,278.185834393226,451.335757304477,504.322228636733,559.362223413092,645.232905560442,733.797059352302,843.161077434799,845.142766196935,1071.76398737786,993.918534192599,940.996697489253,1045.6523307676,890.166150817915,640.216331245255,686.748681180239,709.348423753393,710.702520867732,716.448287251379,768.069880582412,792.311030237211,786.3573252899,801.366681033307,879.482145161463,947.482594175554,993.383834615191,1042.61057845188,995.512550953809,988.533289261028,939.145381073811,893.946888473092,896.372125236443,954.92208952179,1020.78239566895,1203.25668575395,1355.88723358169,1695.56217908723,1735.14337006244,1934.66606674465,2319.59598371819,2575.6836947783,2867.63979143886,3150.52458550999,,
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,203.19047502829,257.823301350306,289.058327514254,258.627944474235,258.238896078756,312.063323244665,343.526386268571,370.724583330701,399.732500717329,440.635447080875,499.903682890245,580.671136221504,767.994782921771,994.726006771348,1143.13221827052,1377.85723359531,1552.78133223427,1728.64326152589,1891.70590847145,1930.53847057884,2115.07437658982,2208.83259322146,1558.41852357432,1567.31560653806,1636.60116178228,1928.72017446016,2074.40951570041,2287.23700147505,2893.65780796247,3086.91549076378,2677.1499402182,2526.33675142818,2791.51859204265,3500.60725227853,4853.09781655188,5191.87024174705,5309.77620043966,5114.94719381373,3499.2545957918,3766.17611778414,3162.21692328072,2836.10686498306,3075.64992322328,3639.15931286696,4792.60406653028,5888.28550669715,7347.31660636322,8836.91395441691,8602.79596739053,11318.0573574117,13279.4485171981,12147.5016188487,11938.8676330955,11612.5108017602,,
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,402.490651429279,416.963091816071,467.125124908006,462.23125806201,487.403185364219,523.904883806125,579.803142396861,579.332227834108,649.612924941097,760.636336205451,850.525001201606,966.924393056617,1171.98800720242,1392.87676428039,1637.03238076647,1767.98464288598,2003.41762942392,2233.01328509771,2701.83869989933,3458.57632854355,3792.41047062804,3945.32973781868,4168.85862726432,4521.96950908336,4710.67978292837,5149.99824991231,5647.81687171616,5984.12363077578,6593.03101482065,7801.91783779379,7714.46043113148,7475.77242750888,7818.41607054098,8197.25229362606,8595.25306335688,9139.89788587434,9634.31050194222,10831.8920022093,11314.0706514993,11675.2123956735,11600.4338491815,11756.2814443241,12077.8012435203,12893.5912272001,14224.9824540882,15653.4738817778,16454.500374624,16550.5665732583,16494.2689404529,15854.363115023,15464.6491887979,15228.3905501358,15039.8392377847,15199.2896744108,,
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,1112.4141173602,1235.65148362339,1233.9615299272,1360.96073789662,1301.50801025566,1380.52327960793,1455.51209032609,1909.49929014589,2925.15097853053,6953.80495534983,7265.98071816909,8507.31643488639,9968.59451231297,10765.7371977044,15011.2968632187,25531.4710667628,21926.6695270197,20795.8544203138,18227.9158110774,17440.2244897655,15798.0486236401,10280.9902539147,11672.3455085421,11083.9500703691,11954.1607944376,13702.4303373225,14003.8551993647,15384.3682831303,14681.483242571,14223.2590734312,16047.3623545757,16910.4688321398,16770.7837721938,12771.0228033235,14175.6111691489,18086.6040375541,16516.8367698214,16868.3921155222,18541.9245766443,21819.2867873185,25913.6173469527,30612.634712187,32109.0621741745,37094.863308567,27212.4569571827,30882.3951524108,41059.9451551355,41126.6127283505,38563.3145019407,40776.3477963504,,
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,328.661268253751,345.196541524667,342.699207620147,372.096547913879,370.900713024273,367.010557452026,415.730559290224,505.160604526217,548.719391101849,521.133120991447,559.578144246583,467.458408370906,474.7159960324,453.206533304566,529.335256475272,595.267111584146,617.293337129161,702.230277384271,706.256240904369,763.8289725227,778.166444936337,820.0560128314,897.394346638163,1009.15519696613,1108.51834454107,1258.99170737621,1348.82014299053,1760.60262895963,1817.98161590591,1795.14947010388,2211.44690706667,2495.38697502042,2458.39582759277,2362.58173657366,2379.21509295442,,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,61.3021728139151,64.7910616622805,67.4808014690276,71.7859001329499,76.8390055546793,83.9436900300566,92.8770524568529,101.789895495379,115.221461062743,138.843956144393,177.29784534253,223.279509747738,318.831000742298,385.852367896429,431.655476041575,435.246369104124,508.142611057974,638.711185254346,853.314547825259,1063.51232514755,1038.17798562255,947.437174834128,1057.52983483549,1082.54793170781,941.017979106572,1137.99035214576,1555.66794485835,2029.2902978547,2295.46713824849,2739.0734893671,2767.87740588479,2830.2121579122,2763.64902926899,2757.04272599436,2987.52137578546,2990.61727069414,3029.09355414748,2831.00621764573,3179.42300669225,3297.47868633827,3078.27962886856,3006.59406961071,4098.83802228941,4829.51605355524,5294.37947885195,5321.44045543214,5711.7463588432,5660.1072223724,5260.55720133599,6492.867499773,7893.95718251991,7381.763740546,7411.30113143227,7757.02536274223,,
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,80.5206961826424,79.9680688318881,81.5878290874955,87.8588066127207,91.3222074332952,93.8454206170209,95.3244020285758,109.253011897717,104.923812111886,103.40979665013,108.031285862365,121.177526174978,139.978249469997,142.414233959328,187.698997448999,218.833956221456,240.592252878641,282.807923909747,316.515671398709,350.491206397405,296.918661835472,310.359091236801,265.125906616263,249.544851894738,329.719200820652,418.098189959439,438.205009874691,452.529551201508,432.714457908608,494.609856074723,462.270282844647,462.804066244771,409.191147448299,265.939380525534,340.504739883445,300.806324021306,273.814487858637,276.52935284466,280.003086891574,251.352640063074,251.571806971419,263.159703063067,297.614387349352,326.197313339578,340.907866947196,365.497090053158,413.481423547521,474.389431934275,464.513222225139,456.56342853855,494.926095080259,479.471017594765,334.594214852084,378.605021417182,,
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2231.2938237478,2255.23004413036,2354.83912197975,2529.5181790541,2739.58584928189,3010.70590757947,3173.07619352225,3411.06015434457,3703.99040525529,4115.65718916755,4579.27309272646,5133.78609607495,5861.66106010579,7032.7481043659,7478.53452988282,8770.3484465828,8879.22280617027,9082.20965358018,9997.19819319152,11118.4841181593,12279.0603568666,12437.6250884183,13368.9067398958,13768.8791019052,13991.2145509173,14335.7438678744,16158.9874251888,18814.5645471792,20586.5575115274,21302.396912001,21591.1391612209,20692.7220252261,19936.3770646304,19785.6790398347,20509.0030863168,21129.4354271046,21709.2963371821,20875.2483089147,22109.6039862186,24031.9512017887,23573.7500651106,23995.0163265338,28026.0060130447,31830.0118713303,36028.2324902754,40243.5522837141,44328.4753768925,46400.4418456756,40764.1413468899,47463.6311923649,52086.533524627,52733.4736890102,52305.2583938465,50271.0748713888,,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319.43571319838,2206.11516351812,2369.58642838761,2497.21607865007,2833.95661981369,3500.53057535846,3757.74458956536,3737.66815435916,4110.96663565827,3984.50830731295,3973.4042212618,4377.14638949899,4949.91669986345,5944.22036701372,7140.88588193785,8304.81760769352,9418.23522219767,11919.438707445,14394.0882728979,12111.8247644828,12471.7595651207,13776.0192290142,12905.0973128411,13673.8527651363,14091.4232450739,,
